hotel_id,name,location,website_url,phone,current_amenities,description (write 2-3 sentences),price_range (budget/mid-range/luxury),price_min_usd,price_max_usd,"rating (0-5, only if you can verify one)",review_summary (1-2 sentences),nearby_attractions (comma-separated)
KE-MOMBAS-007,Hotel Sapphire,Mombasa,,+254 11 494893,,,,,,,,
KE-DIANI-001,Leopard Beach Resort & Spa,Diani,https://www.leopardbeachresort.com/,+254 (0) 724 255280,wifi,,,,,,,
KE-DIANI-024,Forest Dream Resort,Diani,http://www.forestdream.com/,+254403300220,wifi,,,,,,,
KE-DIANI-067,Eleven Pearl Boutique Hotel & Spa,Diani,https://www.elevenpearl.co.ke/,0790728295,wifi,,,,,,,
KE-DIANI-101,Bed&Breakfast Zarafa House,Diani,https://www.zarafahouse.co.ke/,00254757131135,wifi,,,,,,,
KE-DIANI-123,Lala Galu Hotel (Reception),Diani,https://www.staylala.com,+254792057665,wifi,,,,,,,
KE-DIANI-037,AfroChic Diani Beach by Elewana,Diani,https://www.elewanacollection.com/afrochic-diani-beach/afrochic-diani-at-a-glance,+254 733 645 564,,,,,,,,
KE-DIANI-118,Soul Berrze Beach Resort,Diani,https://www.soulbreezebeachresort.com/,,"wifi, air conditioning",,,,,,,
KE-DIANI-082,Kaskazi Beach Hotel,Diani,https://www.kaskazibeachhotel.co.ke/index.html,,,,,,,,,
KE-DIANI-098,Diani Beachalets,Diani,http://www.dianibeachalets.com/,+254 0729528344,,,,,,,,
KE-DIANI-106,Flamboyant Boutique Hotel,Diani,https://flamboyantdiani.com/,+254717849847,,,,,,,,
KE-DIANI-114,Southern Palms Beach Resort,Diani,https://www.southernpalmskenya.com/,0722 203166,,,,,,,,
KE-DIANI-124,Boxo Diani (Hotel),Diani,https://www.boxohotels.com/,+254759253507,,,,,,,,
KE-DIANI-030,Diani Backpackers,Diani,https://www.dianibackpackers.com/,,wifi,,,,,,,
KE-DIANI-002,Pinewood Village Beach Resort,Diani,https://www.pinewood-beach.com/,,,,,,,,,
KE-DIANI-016,Papillon Lagoon Reef Hotel,Diani,https://www.rexresorts.com/papillon-lagoon-reef.html,,,,,,,,,
KE-NAIVAS-043,Lemaiyan Suites,Naivasha,https://lemaiyansuites.com/,+254794000444,wifi,,,,,,,
KE-NAIVAS-004,Guest House Jane,Naivasha,https://facebook.com/guesthouse.jane,+254719477832,,,,,,,,
KE-NAIVAS-003,Golden Bay Hotel Naivasha,Naivasha,,+254722270273,,,,,,,,
KE-MAASAI-010,Camp Oloshaiki,Maasai Mara,https://www.camp-oloshaiki-kenya.com/,+254 738 333 355,wifi,,,,,,,
KE-MAASAI-012,Mara Expedition Camp,Maasai Mara,https://greatplainsconservation.com/mara-expedition-camp/,+27 (0)87 354 6591,wifi,,,,,,,
KE-MAASAI-018,Talek Bush Camp,Maasai Mara,https://www.talekcamp.com/,0717474887,wifi,,,,,,,
KE-MAASAI-023,Mara Hilltop,Maasai Mara,https://marahilltop.com/,+254114505977,wifi,,,,,,,
KE-MAASAI-025,Masai Mara Safari Camp,Maasai Mara,https://www.ritzcarlton.com/en/hotels/nbomr-the-ritz-carlton-masai-mara-safari-camp/overview/,+254-758 555999,wifi,,,,,,,
KE-MAASAI-029,Mara Serena Safari Lodge,Maasai Mara,https://www.serenahotels.com/serenamara/en/default.html,+254 736595900,wifi,,,,,,,
KE-MAASAI-021,PrideInn Mara Camp,Maasai Mara,https://www.prideinn.co.ke/safari-in-masai-mara/prideinn-mara-camp/,,wifi,,,,,,,
KE-MAASAI-002,Savora Mara Camp,Maasai Mara,https://www.sarovahotels.com/maracamp/,,,,,,,,,
KE-MAASAI-007,Mara Sarova Camp,Maasai Mara,https://www.sarovahotels.com/maracamp-masai-mara/,,,,,,,,,
KE-MAASAI-022,Sala's camp,Maasai Mara,https://www.thesafaricollection.com/properties/salas-camp/,,,,,,,,,
KE-MAASAI-030,Mara Legends Camp,Maasai Mara,https://mara-legends.com,,,,,,,,,
KE-MAASAI-004,Wildernis Camp,Maasai Mara,,,,,,,,,,
KE-MAASAI-005,Encounter Mara,Maasai Mara,,,,,,,,,,
KE-MAASAI-006,Naboisho Camp,Maasai Mara,,,,,,,,,,
KE-MAASAI-015,Masa Mara Explorer,Maasai Mara,,,wifi,,,,,,,
KE-AMBOSE-010,Amboseli Serena Safari Lodge,Amboseli,https://www.serenahotels.com/serenaamboseli/en/default.html,+254 727 622500,wifi,,,,,,,
KE-AMBOSE-011,Elewana Tortilis Camp Amboseli,Amboseli,https://www.elewanacollection.com/tortilis-camp-amboseli/at-a-glance,+254 730 127 000,wifi,,,,,,,
KE-AMBOSE-012,AA Lodge Amboseli,Amboseli,https://aalodges.com/aa-lodge-amboseli-gallery/,0786 344 440 | 0737 444 417,wifi,,,,,,,
KE-MALIND-003,Ocean Beach Resort,Malindi,,,,,,,,,,
KE-MALIND-005,Pavillion,Malindi,,+254 0702547734,,,,,,,,
KE-MALIND-006,Gilani's Hotel,Malindi,,0722646872,,,,,,,,
KE-NANYUK-006,The Old House Nanyuki,Nanyuki,http://www.oldhousenanyuki.co.ke,+2547219598105,wifi,,,,,,,
KE-NANYUK-002,Lion's Court Lodge,Nanyuki,https://lionscourtlodge.com-kenya.com/,,,,,,,,,
KE-NANYUK-016,Falcon Heights,Nanyuki,https://falconheights.co.ke/,,,,,,,,,
TZ-ZANZIB-079,Golden Tulip Zanzibar Airport,Zanzibar,https://zanzibar-airport.goldentulip.com/en-us/,+255 777 600060,"wifi, air conditioning",,,,,,,
TZ-ZANZIB-100,Park Hyatt Zanzibar,Zanzibar,https://www.hyatt.com/park-hyatt/en-US/znzph-park-hyatt-zanzibar,+255 245 501234,"wifi, air conditioning",,,,,,,
TZ-ZANZIB-058,Beyt Al Salaam,Zanzibar,https://beytalsalaam.com/,+255 773 000 086,wifi,,,,,,,
TZ-ZANZIB-097,Tembo House Hotel,Zanzibar,https://tembohotel.com/,+255 242 233005,"wifi, air conditioning",,,,,,,
TZ-ZANZIB-015,Mbweni Ruins Hotel,Zanzibar,https://beach-resort-zanzibar.com/,+255778242424,wifi,,,,,,,
TZ-ZANZIB-026,Emerson Spice Hotel,Zanzibar,https://www.emersonspice.com/,+255 775 046395,wifi,,,,,,,
TZ-ZANZIB-030,The Swahili House,Zanzibar,http://www.theswahilihouse.com,+255 777 510209,air conditioning,,,,,,,
TZ-ZANZIB-083,Golden Palm Boutique Hotel,Zanzibar,https://www.goldenpalmzanzibar.com/,+255 772 900 888,wifi,,,,,,,
TZ-ZANZIB-096,Maru Maru Hotel,Zanzibar,https://www.marumaruzanzibar.com/,+255 774007002,wifi,,,,,,,
TZ-ZANZIB-092,Firefly Zanzibar,Zanzibar,https://fireflycollection.co.tz/,+255 714 270 348,wifi,,,,,,,
TZ-ZANZIB-103,Princess Salme Inn,Zanzibar,https://www.princesssalmeinn.com/,+255777435303,wifi,,,,,,,
TZ-ZANZIB-007,Asmini Palace,Zanzibar,https://www.asminipalace.com/,+255 774 276464,,,,,,,,
TZ-ZANZIB-009,Zanzibar Serena Inn,Zanzibar,https://www.serenahotels.com/serenazanzibar/default-en.html,+255 242 233051,,,,,,,,
TZ-ZANZIB-011,Clove Hotel,Zanzibar,http://www.clovehotel.com,+255 776 782001,,,,,,,,
TZ-ZANZIB-022,Coco De Mer,Zanzibar,https://www.facebook.com/pages/Coco-De-Mer-Hotel-Zanzibar,+255 657 379212,,,,,,,,
TZ-DARESS-884,"Hyatt Regency Dar es Salaam, The Kilimanjaro",Dar Es Salaam,https://www.hyatt.com/hyatt-regency/en-US/darhr-hyatt-regency-dar-es-salaam-the-kilimanjaro,+255 764701234,"wifi, air conditioning",,,,,,,
TZ-DARESS-858,DoubleTree by Hilton Hotel Dar es Salaam - Oyster Bay,Dar Es Salaam,https://www.hilton.com/en/hotels/dardtdi-doubletree-dar-es-salaam-oyster-bay/,+255-22-221 0000,air conditioning,,,,,,,
TZ-DARESS-023,Transit Airport B&B,Dar Es Salaam,https://www.transitmotels.com,+255784584252,"wifi, air conditioning",,,,,,,
KE-NAIROB-451,Hyatt House Nairobi Westlands,Nairobi,https://www.hyatt.com/hyatt-house/en-US/nboxn-hyatt-house-nairobi-westlands,+254 709785000,"wifi, air conditioning",,,,,,,
KE-NAIROB-476,Hyatt Regency Nairobi Westlands,Nairobi,https://www.hyatt.com/hyatt-regency/en-US/nborn-hyatt-regency-nairobi-westlands,+254 20 3631234,"wifi, air conditioning",,,,,,,
KE-NAIROB-107,Hilton Garden Inn Nairobi Airport,Nairobi,https://www.hilton.com/en/hotels/nboapgi-hilton-garden-inn-nairobi-airport/,+254-20-4075000,wifi,,,,,,,
KE-NAIROB-319,"Kwetu Nairobi, Curio Collection by Hilton",Nairobi,https://www.hilton.com/en/hotels/nboknqq-kwetu-nairobi/,+254 709 588 000,wifi,,,,,,,
KE-NAIROB-401,The Heron Hotel,Nairobi,https://www.sarovarhotels.com/the-heron-portico-nairobi/,"+254-020-272 0740, 272 0741, 272 0742, 272 0743, 235 0401, 235 0402",wifi,,,,,,,
KE-NAIROB-436,DoubleTree by Hilton Nairobi Hurlingham,Nairobi,https://www.hilton.com/en/hotels/nbohudi-doubletree-nairobi-hurlingham/,+254-709090000,wifi,,,,,,,
KE-NAIROB-479,Hyatt Place Nairobi Westlands,Nairobi,https://www.hyatt.com/hyatt-place/en-US/nbozn-hyatt-place-nairobi-westlands,+254 709785000,"wifi, air conditioning",,,,,,,
KE-NAIROB-011,Windsor Golf Hotel & Country Club,Nairobi,https://www.windsorgolfresort.com/,+254208647000,wifi,,,,,,,
KE-NAIROB-085,West Wood Hotel Nairobi,Nairobi,http://westwoodhotelkenya.com/,+254 20 217 3830,wifi,,,,,,,
KE-NAIROB-092,Lotos Inn & Suites,Nairobi,https://lotos.co.ke/,0780168168,wifi,,,,,,,
KE-NAIROB-098,Covenant Guest House,Nairobi,http://covenant.co.ke,+254721815353,wifi,,,,,,,
KE-NAIROB-104,Lenana Suites,Nairobi,http://www.lenanasuites.com/index.php,+254 722 381 627,wifi,,,,,,,
KE-NAIROB-108,Palm Tree Bed & Breakfast,Nairobi,http://palmtree.co.ke,+254 700 326633,wifi,,,,,,,
KE-NAIROB-182,Stedmak Gardens And Recreation Centre,Nairobi,https://stedmak.com/,+254 705 734 780,wifi,,,,,,,
KE-NAIROB-205,Lulu's Guest House,Nairobi,https://lulusguesthouse.com/,+254 700 091 999,wifi,,,,,,,
KE-NAKURU-074,Ziwa Bush Lodge Reception,Nakuru,https://www.ziwalodge.com/,+254702330040,wifi,,,,,,,
KE-NAKURU-076,Sarova Lion Hill Game Lodge,Nakuru,https://www.sarovahotels.com/lionhill-nakuru/,+254 709 111 000,wifi,,,,,,,
KE-NAKURU-011,Wildlife Club of Kenya Hostel,Nakuru,http://www.wildlifeclubsofkenya.org,+254 723999263,,,,,,,,
KE-WATAMU-008,The Charming Lonno Lodge,Watamu,https://lonnolodge.com,+254726226292,wifi,,,,,,,
KE-WATAMU-020,Watamu Treehouse,Watamu,https://www.treehouse.co.ke/,+254 712 810055,wifi,,,,,,,
KE-WATAMU-001,Hemingway Resort,Watamu,,:(254) 020 2649399,,,,,,,,
KE-KISUMU-091,Vincent Ojunga,Kisumu,https://ruraltourismproject.wordpress.com/,+254722863729,,,,,,,,
KE-KISUMU-007,Triple Trojan Hotel,Kisumu,http://trojanhotel.co.ke,+254 713 010 677,wifi,,,,,,,
KE-KISUMU-034,Quinten Hotel,Kisumu,https://quintenhotel.com/,+254792547954,wifi,,,,,,,
